"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016",
"Aruba","ABW","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","2.86831939212055","7.23496401714239","10.0265075232903","10.6347325992922","27.8500353993692","27.407594819182","22.8398182750788","22.1037683798174","20.7971968709257","20.0409954435675","19.4380311316786","19.3119711634112","19.6215339841423","19.6525886477012","25.5476787954831","25.3824897194652","24.9755145007632","24.9090656084111","24.5105426262381","24.9645309953914","24.7667063373996","25.613714951886","24.7501332122911","24.8767058452315","24.182702245145","23.9224121017109","12.7136132352798","8.51539530319371","","","",
"Andorra","AND","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6.37449494158549","6.61635376646809","7.14569660311472","7.57644628099174","8.00143389286327","8.018180706127","7.73765678028626","7.48409481181207","7.15914044635813","7.2088285229202","7.08812774706672","6.5534765451645","6.35086830509673","6.29612455615773","6.04917284788357","6.12477049005556","5.96868546996089","6.19519390791265","6.47384785644647","","","",
"Afghanistan","AFG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.0460678750472635","0.053614942588308","0.0737813379864149","0.0742513682185121","0.0863165425400968","0.101498607297291","0.10767396986513","0.123782381420828","0.115547383485899","0.0868628168461064","0.150358548261921","0.166114845751107","0.130820142126379","0.136339953523864","0.155725122534084","0.169027082193895","0.154895026334307","0.183118307595321","0.163346970897513","0.168673487924179","0.133230270920323","0.152639744037877","0.165879121664236","0.20546269900184","0.237642948463422","0.301734199171867","0.274729697632186","0.275560305000947","0.252079156325973","0.239131208213811","0.216660935051547","0.190670395595594","0.101374764197785","0.090782199123322","0.0815660801311055","0.0741160452792967","0.0673332837579654","0.0607976653157097","0.0562584947286765","0.0431447567602774","0.0392721224407343","0.0310775426230179","0.0411292293382456","0.0456188391285911","0.0404152792464633","0.0544039684018999","0.0655247469435981","0.0878576421317263","0.158961557957085","0.249073529591755","0.30293638839023","0.425262104940417","0.688083612623934","0.693183410739021","","","",
"Angola","AGO","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.10435710106389","0.0847184061519349","0.21602534255535","0.206877060796923","0.21617413273309","0.206088958851002","0.265164145789731","0.166658588848149","0.275655471214261","0.451125604452011","0.568588577407697","0.529744961084372","0.684120293634434","0.72305504343195","0.703873436197644","0.62119889117354","0.450116911989137","0.471248793545669","0.701359921079561","0.692097154214032","0.651061684496374","0.621382804088045","0.527930762731946","0.560374447276187","0.53035103110477","0.48240053137906","0.464973712301845","0.565431153429145","0.486503528149711","0.462907836915506","0.459698486772401","0.443664508894697","0.438530822634303","0.471595159742319","0.307601077536334","0.841494445997467","0.779026419213437","0.534831299647265","0.515117027342679","0.627072295591633","0.633625298649187","0.625351712298906","0.786223278204629","0.543083666763623","1.0866048972276","1.06941718451386","1.20087714742312","1.31109648310951","1.29568651258368","1.35438857202617","1.36933887792594","1.3827521969442","1.4722550379024","1.3844963891048","","","",
"Albania","ALB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","1.25819492789657","1.37418604651163","1.43995596379167","1.18168114415975","1.11174195966673","1.16609904273455","1.33305546458662","1.36374630010816","1.51955127697956","1.5589675720987","1.75323990542637","1.98949792330655","2.51591439803203","2.30389741687392","1.84900669071079","1.91063363704144","2.01358456245734","2.27587639136105","2.53062504042839","2.89820851758249","1.93505831031996","2.69302391440235","2.62485678513424","2.6832399189862","2.69429137362284","2.65801538201043","2.66535622064854","2.41406081518223","2.33159853051997","2.78324307461439","1.61562395977292","1.31221260013653","0.774724910911141","0.723790291969695","0.600203707768206","0.654537133005248","0.636625312930768","0.490365059535664","0.560271437384331","0.960164411868586","0.978174680894664","1.05330417594038","1.22954070946998","1.4126971959616","1.37621273504355","1.41249821101668","1.30257636722163","1.32233485532238","1.48431113888781","1.49560019934969","1.57857358391855","1.80397241787674","1.62472196333623","1.66218482579198","","","",
"Arab World","ARB","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.643653967742998","0.68523951549336","0.760995978568885","0.875115943355368","0.999349104286071","1.16616707390798","1.27349528685386","1.33280899685593","1.54733310272809","1.79367950667484","1.80610037157856","2.00030306048277","2.11856082678171","2.40818556054724","2.28544164321664","2.19668394056817","2.58399986397744","2.6476535695478","2.76021250895451","2.86073015841624","3.08968520888416","2.92771949193523","2.72173095609208","2.81635882957281","2.9832645689925","3.0647021255179","3.2883483474159","3.20302280235578","3.30205876787525","3.26589930139955","3.18151246465484","3.2592234885647","3.45485775499555","3.69526329678002","3.7106589986726","3.45213270982629","3.34597357782257","3.1561882630667","3.35964821064578","3.33917660382203","3.71755829752822","3.6226217066127","3.6232993029444","3.81704155695698","4.09121877280762","4.20557803566477","4.30489221641019","4.13614535534315","4.42690750345009","4.58860965937129","4.67250581010026","4.57834876161331","4.86584983803165","4.70036886409355","","","",
"United Arab Emirates","ARE","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","0.118785902474841","0.108936970837253","0.163355310049893","0.175712369026323","0.132650846476631","0.146369696243963","0.159358567641563","5.33673689174006","6.7082164134001","99.8404387799776","64.7628889625118","76.9888755633086","72.3738833396591","80.0120447308547","69.3158969615974","58.4839788053043","63.7427976162726","53.6569311156272","54.1633212230207","39.4775612717742","36.2953257755542","33.7176354029062","31.8277229500456","29.0115569973642","36.2381326555639","36.9705161233471","33.0185544280933","31.3978173669232","29.9693971884325","31.8249004010824","28.7111602918754","29.7988432931387","28.7945591263855","31.0077909151106","32.6728328570005","30.0575816784331","16.6385567117257","16.0472403110334","29.8106307406987","27.1739536396379","36.904101073791","31.5160990283931","24.9565514457611","29.4670889001538","28.4814369917089","25.9145872267054","23.9545191641101","22.5666231843064","22.8045505440323","21.7975834681626","19.3065040405414","18.2700918243305","19.2522228882032","18.7082357943791","","","",
"Argentina","ARG","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","2.36747303164667","2.44261566522037","2.52239210450438","2.31635579664918","2.53837965018193","2.64171446273276","2.79265392283792","2.85816254619432","2.96985521815595","3.27585030105915","3.45115922196339","3.65007816898339","3.63785836633653","3.73079111779821","3.72669911156406","3.64182249762391","3.76877393124555","3.74987111478078","3.7627502305726","3.99873369712254","3.86885292971875","3.57496761243926","3.56708654335214","3.57204197260074","3.56014217750819","3.31032728821864","3.37724521848064","3.66916872512268","3.82044580815879","3.62920212863063","3.44071080308001","3.52538368472299","3.60858224101162","3.47716047580317","3.56936567776818","3.65664516386398","3.81145717763764","3.85120312530305","3.8578721930927","4.01070029530081","3.83557356194987","3.56859738999216","3.29154139320549","3.52557543531985","4.06904976449296","4.14123649643327","4.43483714728094","4.38270408111824","4.68297374117983","4.41097270862527","4.55861174166042","4.60043017969054","4.56963523938012","4.46229797972199","","","",
"Armenia","ARM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1.59989557897862","0.758500602283961","0.822581424662981","1.05805986833471","0.807718159401908","1.03080073889647","1.08020699283447","0.974288743365807","1.12652945387306","1.1576079497104","0.998805808123983","1.12917350037215","1.2045669802398","1.44373095511419","1.45963690821378","1.69475525891389","1.8686110286656","1.46996097242582","1.42299837759187","1.65683069720052","1.91208959087599","1.83705891867902","","","",
"American Samoa","ASM","CO2 emissions (metric tons per capita)","EN.ATM.CO2E.PC","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
